down_threshold,down_margin,stress_trigger,maximum_down_share,regime_down_bonus,shock_down_bonus,replacement_margin,maximum_replacements,cap,qualifying,stable_qualifying,development_qualifying,worst_internal_hit_delta,validation_hit_delta,validation_accuracy,validation_down_calls,validation_down_precision,tuning_accuracy,tuning_down_calls,tuning_down_precision,tuning_hits,internal_1_start,internal_1_end,internal_1_hit_delta,internal_1_down_calls,internal_1_down_precision,internal_1_qualifying,internal_2_start,internal_2_end,internal_2_hit_delta,internal_2_down_calls,internal_2_down_precision,internal_2_qualifying,selected,selection_mode
0.65,0.0,0.5,0.5,0.1,0.1,0.05,0,dynamic,False,False,False,0,0,0.5851851851851851,0,,0.6405228758169934,4,0.5,686,120,149,0,4,0.5,False,150,179,0,0,,False,True,guarded_bidirectional_fallback_no_stable_candidate
