track,label,model_id,n,accuracy,balanced_accuracy,f1,mcc,brier,log_loss,roc_auc,selective_accepted,selective_coverage,selective_accepted_accuracy,selective_months,bootstrap_replicates,bootstrap_block,bootstrap_lower_90,bootstrap_upper_90,bootstrap_lower_95,bootstrap_upper_95
full_coverage,catboost_full_v2,catboost_global,6397.0,0.5233703298421135,0.4834218209986891,0.6543475796394966,-0.042460372155287966,0.2584846435777995,0.7120884612465926,0.4659411869860565,2759,0.4312959199624824,0.5494744472635013,148,500,6,0.49843708471239845,0.5535686813102618,0.4944923423587307,0.5562292066088296
