model,method,window,threshold,calls,coverage,accuracy
adaptive,causal_regime_beta,confirmation,0.5,799,1.0,0.6357947434292867
adaptive,causal_regime_beta,confirmation,0.55,657,0.8222778473091364,0.5981735159817352
adaptive,causal_regime_beta,confirmation,0.6,435,0.5444305381727159,0.6459770114942529
adaptive,causal_regime_beta,confirmation,0.65,403,0.5043804755944932,0.6774193548387096
adaptive,causal_regime_beta,confirmation,0.7,0,0.0,
adaptive,causal_regime_beta,confirmation,0.75,0,0.0,
adaptive,causal_rank_regime_beta,all,0.5,2302,1.0,0.6185925282363163
adaptive,causal_rank_regime_beta,all,0.55,2194,0.9530842745438749,0.6166818596171376
adaptive,causal_rank_regime_beta,all,0.6,1727,0.7502172024326672,0.6236247828604516
adaptive,causal_rank_regime_beta,all,0.65,867,0.37662901824500433,0.621683967704729
adaptive,causal_rank_regime_beta,all,0.7,141,0.061251086012163336,0.5673758865248227
adaptive,causal_rank_regime_beta,all,0.75,0,0.0,
adaptive,causal_rank_regime_beta,tuning_early,0.5,309,1.0,0.598705501618123
adaptive,causal_rank_regime_beta,tuning_early,0.55,304,0.9838187702265372,0.5986842105263158
adaptive,causal_rank_regime_beta,tuning_early,0.6,265,0.8576051779935275,0.5849056603773585
adaptive,causal_rank_regime_beta,tuning_early,0.65,194,0.627831715210356,0.5154639175257731
adaptive,causal_rank_regime_beta,tuning_early,0.7,44,0.1423948220064725,0.5227272727272727
adaptive,causal_rank_regime_beta,tuning_early,0.75,0,0.0,
adaptive,causal_rank_regime_beta,tuning_late,0.5,519,1.0,0.6473988439306358
adaptive,causal_rank_regime_beta,tuning_late,0.55,514,0.9903660886319846,0.6478599221789884
adaptive,causal_rank_regime_beta,tuning_late,0.6,448,0.8631984585741811,0.6540178571428571
adaptive,causal_rank_regime_beta,tuning_late,0.65,251,0.4836223506743738,0.6932270916334662
adaptive,causal_rank_regime_beta,tuning_late,0.7,69,0.1329479768786127,0.6666666666666666
adaptive,causal_rank_regime_beta,tuning_late,0.75,0,0.0,
adaptive,causal_rank_regime_beta,validation,0.5,675,1.0,0.5851851851851851
adaptive,causal_rank_regime_beta,validation,0.55,656,0.9718518518518519,0.586890243902439
adaptive,causal_rank_regime_beta,validation,0.6,474,0.7022222222222222,0.5822784810126582
adaptive,causal_rank_regime_beta,validation,0.65,126,0.18666666666666668,0.5476190476190477
adaptive,causal_rank_regime_beta,validation,0.7,22,0.03259259259259259,0.4090909090909091
adaptive,causal_rank_regime_beta,validation,0.75,0,0.0,
adaptive,causal_rank_regime_beta,confirmation,0.5,799,1.0,0.6357947434292867
adaptive,causal_rank_regime_beta,confirmation,0.55,720,0.9011264080100125,0.6291666666666667
adaptive,causal_rank_regime_beta,confirmation,0.6,540,0.6758448060075094,0.6537037037037037
adaptive,causal_rank_regime_beta,confirmation,0.65,296,0.3704630788485607,0.6621621621621622
adaptive,causal_rank_regime_beta,confirmation,0.7,6,0.007509386733416771,0.3333333333333333
adaptive,causal_rank_regime_beta,confirmation,0.75,0,0.0,
adaptive,causal_platt_score_rank,all,0.5,2302,1.0,0.6185925282363163
adaptive,causal_platt_score_rank,all,0.55,2302,1.0,0.6185925282363163
adaptive,causal_platt_score_rank,all,0.6,2207,0.9587315377932233,0.6148618033529678
adaptive,causal_platt_score_rank,all,0.65,442,0.19200695047784536,0.6131221719457014
adaptive,causal_platt_score_rank,all,0.7,22,0.009556907037358819,0.5
adaptive,causal_platt_score_rank,all,0.75,0,0.0,
adaptive,causal_platt_score_rank,tuning_early,0.5,309,1.0,0.598705501618123
adaptive,causal_platt_score_rank,tuning_early,0.55,309,1.0,0.598705501618123
adaptive,causal_platt_score_rank,tuning_early,0.6,305,0.9870550161812298,0.5967213114754099
adaptive,causal_platt_score_rank,tuning_early,0.65,174,0.5631067961165048,0.5862068965517241
adaptive,causal_platt_score_rank,tuning_early,0.7,22,0.07119741100323625,0.5
adaptive,causal_platt_score_rank,tuning_early,0.75,0,0.0,
adaptive,causal_platt_score_rank,tuning_late,0.5,519,1.0,0.6473988439306358
adaptive,causal_platt_score_rank,tuning_late,0.55,519,1.0,0.6473988439306358
adaptive,causal_platt_score_rank,tuning_late,0.6,502,0.9672447013487476,0.6454183266932271
adaptive,causal_platt_score_rank,tuning_late,0.65,222,0.4277456647398844,0.6666666666666666
adaptive,causal_platt_score_rank,tuning_late,0.7,0,0.0,
adaptive,causal_platt_score_rank,tuning_late,0.75,0,0.0,
adaptive,causal_platt_score_rank,validation,0.5,675,1.0,0.5851851851851851
adaptive,causal_platt_score_rank,validation,0.55,675,1.0,0.5851851851851851
adaptive,causal_platt_score_rank,validation,0.6,612,0.9066666666666666,0.5735294117647058
adaptive,causal_platt_score_rank,validation,0.65,43,0.0637037037037037,0.4418604651162791
adaptive,causal_platt_score_rank,validation,0.7,0,0.0,
adaptive,causal_platt_score_rank,validation,0.75,0,0.0,
adaptive,causal_platt_score_rank,confirmation,0.5,799,1.0,0.6357947434292867
adaptive,causal_platt_score_rank,confirmation,0.55,799,1.0,0.6357947434292867
adaptive,causal_platt_score_rank,confirmation,0.6,788,0.986232790988736,0.6345177664974619
adaptive,causal_platt_score_rank,confirmation,0.65,3,0.0037546933667083854,0.6666666666666666
adaptive,causal_platt_score_rank,confirmation,0.7,0,0.0,
adaptive,causal_platt_score_rank,confirmation,0.75,0,0.0,
adaptive,causal_isotonic_score,all,0.5,2251,0.977845351867941,0.6175033318525099
adaptive,causal_isotonic_score,all,0.55,2155,0.9361424847958297,0.6125290023201856
adaptive,causal_isotonic_score,all,0.6,1328,0.576889661164205,0.6091867469879518
adaptive,causal_isotonic_score,all,0.65,436,0.1894005212858384,0.6353211009174312
adaptive,causal_isotonic_score,all,0.7,219,0.0951346655082537,0.6529680365296804
adaptive,causal_isotonic_score,all,0.75,46,0.01998262380538662,0.5869565217391305
adaptive,causal_isotonic_score,tuning_early,0.5,307,0.9935275080906149,0.5993485342019544
adaptive,causal_isotonic_score,tuning_early,0.55,285,0.9223300970873787,0.5929824561403508
adaptive,causal_isotonic_score,tuning_early,0.6,223,0.7216828478964401,0.600896860986547
adaptive,causal_isotonic_score,tuning_early,0.65,127,0.4110032362459547,0.6299212598425197
adaptive,causal_isotonic_score,tuning_early,0.7,89,0.28802588996763756,0.651685393258427
adaptive,causal_isotonic_score,tuning_early,0.75,30,0.0970873786407767,0.6666666666666666
adaptive,causal_isotonic_score,tuning_late,0.5,518,0.9980732177263969,0.6486486486486487
adaptive,causal_isotonic_score,tuning_late,0.55,518,0.9980732177263969,0.6486486486486487
adaptive,causal_isotonic_score,tuning_late,0.6,361,0.6955684007707129,0.6537396121883656
adaptive,causal_isotonic_score,tuning_late,0.65,210,0.4046242774566474,0.6666666666666666
adaptive,causal_isotonic_score,tuning_late,0.7,97,0.18689788053949905,0.6597938144329897
adaptive,causal_isotonic_score,tuning_late,0.75,16,0.030828516377649325,0.4375
adaptive,causal_isotonic_score,validation,0.5,627,0.9288888888888889,0.5773524720893142
adaptive,causal_isotonic_score,validation,0.55,553,0.8192592592592592,0.5551537070524413
adaptive,causal_isotonic_score,validation,0.6,132,0.19555555555555557,0.48484848484848486
adaptive,causal_isotonic_score,validation,0.65,25,0.037037037037037035,0.52
adaptive,causal_isotonic_score,validation,0.7,3,0.0044444444444444444,1.0
adaptive,causal_isotonic_score,validation,0.75,0,0.0,
adaptive,causal_isotonic_score,confirmation,0.5,799,1.0,0.6357947434292867
adaptive,causal_isotonic_score,confirmation,0.55,799,1.0,0.6357947434292867
adaptive,causal_isotonic_score,confirmation,0.6,612,0.7659574468085106,0.6127450980392157
adaptive,causal_isotonic_score,confirmation,0.65,74,0.09261576971214018,0.5945945945945946
adaptive,causal_isotonic_score,confirmation,0.7,30,0.03754693366708386,0.6
adaptive,causal_isotonic_score,confirmation,0.75,0,0.0,
